keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop
AppStore,OTHER,0.245000005,1320,746,1118,"RT Office: More than 12 million downloads of Word, Excel, PPT &amp; OneNote for #iPad from the AppStore &lt;3 #OfficeforiPad http://t.co/iT2egNP•À_",974,390,769
http://t.co/wNo7aeNB6c,LINK,0,5286,3156,4540,Introducing Microsoft HoloLens. Transform your world with holograms. Watch the webcast live: http://t.co/wNo7aeNB6c http://t.co/TEPxFWw5yH,5286,3156,4540
Jeff Bezos,OTHER,0,998,566,846,"RT satyanadella: This one's for Steve. You're up, Jeff Bezos &amp; Larry Page. Donate to TeamGleason ALSassociation. #icebucketchallenge htt•À_",998,566,846
medical education,OTHER,0.400000006,438,385,419,RT HoloLens: Excited about what cwru will do w/ #Windows10 &amp; #HoloLens to advance medical education beyond what's possible now. http://t.•À_,438,385,419
Now create,OTHER,0.525747001,661,483,598,"RT Office: Now create, edit &amp; more for free w/ features you want #OfficeforiPad #OfficeforiPhone http://t.co/GqYnBn73gG http://t.co/y1hCrB•À_",661,483,598
http://t.co/RJAjhUktKD,LINK,0,1428,1095,1311,RT Windows: Say good-bye to passwords with Windows Hello: http://t.co/RJAjhUktKD #Windows10 http://t.co/kezIvWyb3u,1428,1095,1311
online courses,OTHER,0.145871997,974,996,980,RT satyanadella: I love online courses•À_.and so do 2m Microsoft students http://t.co/jGsnlRzY19 MSVirtAcademy http://t.co/Re3YhUA8bD,487,498,490
#XboxVideo,HASHTAG,0.050281252,2129,1399,1872,RT XboxEntertain: #TheInterview is available today on #XboxVideo and on http://t.co/z0Uqvv6A3m. http://t.co/mnDwPuepko http://t.co/FYlq2IN•À_,1528,1038,1356
http://t.co/gki3J99z5O,LINK,0,781,1736,1115,RT surface: Now you can have Photoshop at your fingertips. Literally. #SurfacePro3 http://t.co/sdvTd5OpIo http://t.co/gki3J99z5O,781,1736,1115
#YouthSpark,HASHTAG,0.023076924,1555,1970,1695,On stage at #WeDay SelenaGomez and #YouthSpark Star abril_vela talk about how anyone can learn how to code. http://t.co/ZEU5qYwicQ,620,458,563
http://t.co/ZsBvT6HVDd,LINK,0,1936,745,1519,Your passions never clock out. How do you own your #5to9? http://t.co/ZsBvT6HVDd,1936,745,1519
Minecraft community,OTHER,1,935,505,784,RT satyanadella: Thrilled to welcome the Minecraft community to the MSFT family &amp; excited about the open-world possibilities ahead! http:/•À_,935,505,784
#EarthDay,HASHTAG,0,624,1342,875,Tracking the endangered Black Rhino with the help of Surface. #EarthDayhttps://t.co/l8Bmiaq463,624,1342,875
Lenovo,OTHER,8.20E-06,1440,1672,1516,"""Is that a computer on your keychain?•À_ Meet the Lenovo ideacentre Stick 300: http://t.co/FlPyJgMcAT http://t.co/aoWIIs4qhU",555,647,587
http://t.co/AfGMdsO2W2,LINK,0,2230,3109,2536,RT Xbox: New games. Big news. Watch this year's #XboxE3 broadcast LIVE beginning 9AM PT: http://t.co/AfGMdsO2W2 http://t.co/8ydvDQgkG8,1333,1578,1418
tomwarren,OTHER,0,1082,1183,1113,RT tomwarren: HP just unveiled the cutest Windows PC ever and it only costs $180 http://t.co/UaFVjYQbM7 http://t.co/XteUgIiCoA,427,388,413
endangered,OTHER,-0.49000001,624,1342,875,Tracking the endangered Black Rhino with the help of Surface. #EarthDayhttps://t.co/l8Bmiaq463,624,1342,875
homepage image,OTHER,0.007982658,885,1207,996,RT bing: We want the next homepage image to come from you. Enter our latest photo contest: http://t.co/Z316UBD7aN #BingWorthy http://t.co/•À_,176,211,188
http://t.co/0i3rpj412A,LINK,0,1931,1483,1774,Introducing Microsoft HoloLens. Transform your world with holograms. Learn more: http://t.co/VG1dvzykWN http://t.co/0i3rpj412A,1931,1483,1774
http://t.co/VG1dvzykWN,LINK,0,1931,1483,1774,Introducing Microsoft HoloLens. Transform your world with holograms. Learn more: http://t.co/VG1dvzykWN http://t.co/0i3rpj412A,1931,1483,1774
great things,OTHER,0.400000006,1548,950,1338,RT satyanadella: Coding is fun! Help us get 100M students to see how it can help them achieve great things. #HourofCode http://t.co/OGmqlh•À_,774,475,669
http://t.co/FuE3WvxALG,LINK,0,2441,2237,2369,"RT surface: Meet #SurfacePro3, the tablet that can replace your laptop. http://t.co/FuE3WvxALG",2441,2237,2369
tragic,OTHER,-0.75,1716,969,1454,"RT Skype: In light of the tragic events in Nepal, all Skype calls to landlines &amp; mobiles in &amp; out of Nepal are free. More: [http://t.co/pz•À_",1716,969,1454
#MSIgnite,HASHTAG,0,648,552,614,RT msonenote: Missed satyanadella's #MSIgnite talk? See a #OneNote recap sketch or watch it here: http://t.co/m7ynTNHiZh #Surface http://•À_,381,302,353
#WindowsInsiders,HASHTAG,-0.024657279,1322,908,1176,RT Windows: The Windows 10 Technical Preview for phones is now available: http://t.co/TZsZDSJLm0 #WindowsInsiders #Windows10,695,472,616
MicrosoftOEM,OTHER,9.12E-09,984,1021,991,RT MicrosoftOEM: Best of IFA 2014: laptopmag names the ASUS Zenbook UX305 best laptop - http://t.co/9FDGfuTwvh http://t.co/jN7FpCVDUJ,127,143,132
fair game,OTHER,-0.832499981,804,1114,912,"levie Thank you. Comic Sans is still fair game, though.",402,557,456
creativity,OTHER,0.212333342,689,2261,1237,VIDEO: TheLegoMovie Producer Dan Lin talks creativity and technology: http://t.co/ph1iZZv1Xo,228,1734,755
http://t.co/2cKVksW1cU,LINK,0,1409,1587,1471,RT Xbox: Today you're not gaming. You're celebrating. #VideoGameDay http://t.co/2cKVksW1cU,1409,1587,1471
group video calls,OTHER,0.015664,1031,439,823,JUST ANNOUNCED: Skype group video calls are now free. http://t.co/mcMl1XZnBG http://t.co/cDUMIgqwjj,1031,439,823
now available,OTHER,0.024119179,3421,3205,3337,RT bing: The Top 10 finalists in our Homepage Photo Contest are now available. Vote now: http://t.co/Z316UBD7aN #BingWorthy http://t.co/Gl•À_,636,693,655
quantum computing,OTHER,4.86E-05,2315,2381,2336,RT BillGates: An introduction to the mind-bending world of quantum computing: http://t.co/xlMkveNxHb,1322,1400,1349
http://t.co/35hpk68m15,LINK,0,794,618,732,RT Windows: The #PC has come a long way. #TBT http://t.co/35hpk68m15,794,618,732
http://t.co/XowS6UzE76,LINK,0,1378,869,1199,"RT Windows: LIVE UPDATE: Cortana, your truly personal digital assistant, is coming to all #Windows10 devices. http://t.co/XowS6UzE76",1378,869,1199
title page,OTHER,0.414312005,5219,3676,4678,"RT PaulGAllen: 40 years ago Microsoft began, what a journey! Here is the title page from Microsoft's first product BASIC http://t.co/xJyOo•À_",5219,3676,4678
http://t.co/8ydvDQgkG8,LINK,0,1333,1578,1418,RT Xbox: New games. Big news. Watch this year's #XboxE3 broadcast LIVE beginning 9AM PT: http://t.co/AfGMdsO2W2 http://t.co/8ydvDQgkG8,1333,1578,1418
http://t.co/3ndloLu3YA,LINK,0,332,361,342,Beyond 1's and 0's: Microsoft takes aim at quantum computing http://t.co/8ymSBdjJQ0 http://t.co/3ndloLu3YA,332,361,342
Steve Gleason post-Ice Bucket,OTHER,0,809,778,798,RT BillGates: Meeting with former NFL player Steve Gleason post-Ice Bucket opened my eyes to what life is like with #ALS: http://t.co/XdOW•À_,809,778,798
realmadriden,OTHER,0,831,986,884,RT realmadriden: Where does your Passion come from? Microsofthttps://t.co/sG0Z8ZvhMf,427,552,470
http://t.co/sdvTd5OpIo,LINK,0,781,1736,1115,RT surface: Now you can have Photoshop at your fingertips. Literally. #SurfacePro3 http://t.co/sdvTd5OpIo http://t.co/gki3J99z5O,781,1736,1115
photo contest,OTHER,-0.108272553,1079,1217,1127,RT bing: Show us you photography skills. Submit your photo in our latest photo contest. http://t.co/Z316UBD7aN #BingWorthy http://t.co/DDp•À_,903,1006,939
mind-bending world,OTHER,0,1322,1400,1349,RT BillGates: An introduction to the mind-bending world of quantum computing: http://t.co/xlMkveNxHb,1322,1400,1349
https://t.co/xLBdyYeRy2,LINK,0,1748,2704,2082,See how the NFL uses Surface through the lens of DangeRussWilson and the Seahawks.https://t.co/xLBdyYeRy2,1748,2704,2082
#BingWorthy,HASHTAG,0.104805558,3430,3820,3564,RT bing: Show us you photography skills. Submit your photo in our latest photo contest. http://t.co/Z316UBD7aN #BingWorthy http://t.co/DDp•À_,903,1006,939
enthusiasm,OTHER,0.735000015,415,802,549,RT satyanadella: Great to spend time with our Xbox fans today. Love the energy &amp; enthusiasm for gaming! #XboxE3 http://t.co/i0nvYlw97C,413,801,548
beautiful,OTHER,0.16175,815,1080,904,"RT JoeMontana: WOW I forgot how beautiful Seattle is when the sun is out! Never been on Microsoft campus before, this place is HUGE!",271,459,336
http://t.co/elAUuWlG7L,LINK,0,581,381,511,RT satyanadella: Microsoft Cloud: the most complete cloud http://t.co/k5ZA0OzzGF http://t.co/elAUuWlG7L,581,381,511
http://t.co/YLViHQbCr1,LINK,0,897,873,888,RT Xbox: The Xbox experience is coming to #Windows10.  Learn more: http://t.co/YLViHQbCr1https://t.co/zu5Q1zyWZt,897,873,888
SamAndMattie,OTHER,0.043308169,495,651,548,"Meet SamAndMattie, hosts of Microsoft's coverage of the LA2015 SpecialOlympics http://t.co/N1ylU8XP5o http://t.co/S7H8yJLh4V",288,381,320
https://t.co/sG0Z8ZvhMf,LINK,0,427,552,470,RT realmadriden: Where does your Passion come from? Microsofthttps://t.co/sG0Z8ZvhMf,427,552,470
EAMaddenNFL,OTHER,0,1254,1869,1469,RT Xbox: Our first draft pick is in.Meet the #XboxOne EAMaddenNFL 15 Bundle: http://t.co/jdYzPJBPt1 http://t.co/Hw0ZCWlW0K,1254,1869,1469
Guardians Multiplayer Beta,OTHER,0.246673003,1098,1426,1212,RT Halo: The Halo 5: Guardians Multiplayer Beta is now live. Step into the Arena and join the action! http://t.co/VZ1BIKtEGY,1098,1426,1212
Nokia,OTHER,0,786,777,778,"RT MicrosoftStore: Introducing the Nokia Lumia 635, available now at your Microsoft store. http://t.co/NrfSvZRkwq http://t.co/8rKcapE9z8",133,146,137
